trip_id,start_loc,start_time,end_loc,end_time,distance_km,energy_min_pct,energy_max_pct,energy_probabilities
B0,M27204,244,A035,278,8.5,2,8,0.0761;0.1452;0.2077;0.2261;0.1809;0.1114;0.0526
B1,A035,262,M27204,296,8.5,2,7,0.1122;0.2006;0.2557;0.2260;0.1409;0.0646
B2,M27204,280,A035,314,8.5,1,7,0.0535;0.1110;0.1796;0.2207;0.2075;0.1462;0.0815
B3,A035,298,M27204,332,8.5,2,8,0.0708;0.1304;0.1889;0.2164;0.1900;0.1308;0.0727
B4,M27204,316,A035,350,8.5,2,7,0.0802;0.1762;0.2558;0.2526;0.1628;0.0724
B5,A035,334,M27204,368,8.5,1,7,0.0518;0.1144;0.1881;0.2295;0.2074;0.1389;0.0699
B6,M27204,352,A035,386,8.5,2,6,0.1060;0.2363;0.3112;0.2376;0.1089
B7,A035,372,M27204,406,8.5,3,10,0.0689;0.1143;0.1586;0.1839;0.1785;0.1424;0.0972;0.0562
B8,M27204,392,A035,426,8.5,1,7,0.0709;0.1322;0.1910;0.2183;0.1888;0.1292;0.0696
B9,A035,412,M27204,446,8.5,2,8,0.0862;0.1480;0.1995;0.2146;0.1758;0.1150;0.0609
B10,M27204,430,A035,464,8.5,3,8,0.0822;0.1799;0.2583;0.2508;0.1592;0.0696
B11,A035,448,M27204,482,8.5,2,7,0.0929;0.1699;0.2307;0.2344;0.1741;0.0980
B12,M27204,466,A035,500,8.5,2,7,0.0617;0.1572;0.2568;0.2693;0.1784;0.0766
B13,A035,482,M27204,516,8.5,2,6,0.0833;0.2068;0.3056;0.2655;0.1388
B14,M27204,498,A035,532,8.5,2,8,0.0926;0.1546;0.2036;0.2122;0.1703;0.1095;0.0572
B15,A035,514,M27204,548,8.5,2,8,0.0809;0.1398;0.1922;0.2127;0.1812;0.1243;0.0689
B16,M27204,530,A035,564,8.5,2,8,0.0537;0.1151;0.1876;0.2280;0.2059;0.1385;0.0712
B17,A035,548,M27204,582,8.5,2,7,0.0988;0.1764;0.2351;0.2326;0.1659;0.0912
B18,M27204,566,A035,600,8.5,2,7,0.0924;0.1922;0.2658;0.2434;0.1454;0.0608
B19,A035,584,M27204,618,8.5,2,7,0.1096;0.1922;0.2476;0.2276;0.1496;0.0734
B20,M27204,602,A035,636,8.5,2,8,0.0715;0.1438;0.2123;0.2323;0.1832;0.1083;0.0486
B21,A035,620,M27204,654,8.5,2,8,0.0790;0.1372;0.1900;0.2123;0.1825;0.1271;0.0719
B22,M27204,638,A035,672,8.5,1,7,0.0631;0.1274;0.1949;0.2266;0.1952;0.1279;0.0649
B23,A035,656,M27204,690,8.5,2,8,0.0863;0.1556;0.2109;0.2204;0.1727;0.1040;0.0501
B24,M27204,674,A035,708,8.5,2,8,0.0728;0.1277;0.1815;0.2077;0.1898;0.1378;0.0827
B25,A035,692,M27204,726,8.5,1,8,0.0578;0.1108;0.1687;0.2016;0.1922;0.1427;0.0846;0.0416
B26,M27204,710,A035,744,8.5,2,7,0.0722;0.1855;0.2835;0.2637;0.1446;0.0505
B27,A035,728,M27204,762,8.5,3,10,0.0660;0.1093;0.1516;0.1792;0.1787;0.1477;0.1045;0.0630
B28,M27204,746,A035,780,8.5,3,8,0.0951;0.1704;0.2293;0.2318;0.1738;0.0996
B29,A035,764,M27204,798,8.5,1,7,0.0549;0.1139;0.1835;0.2223;0.2061;0.1421;0.0772
B30,M27204,782,A035,816,8.5,1,6,0.0517;0.1278;0.2225;0.2660;0.2130;0.1190
B31,A035,800,M27204,834,8.5,2,6,0.0950;0.2183;0.3065;0.2524;0.1278
B32,M27204,818,A035,852,8.5,2,7,0.0688;0.1513;0.2340;0.2552;0.1901;0.1006
B33,A035,836,M27204,870,8.5,2,6,0.1243;0.2369;0.2925;0.2283;0.1180
B34,M27204,852,A035,886,8.5,1,8,0.0576;0.1110;0.1698;0.2032;0.1930;0.1420;0.0833;0.0401
B35,A035,868,M27204,902,8.5,2,7,0.1117;0.1932;0.2452;0.2255;0.1495;0.0749
B36,M27204,884,A035,918,8.5,2,7,0.1016;0.2073;0.2766;0.2347;0.1303;0.0495
B37,A035,904,M27204,938,8.5,2,7,0.0887;0.1693;0.2343;0.2389;0.1738;0.0950
B38,M27204,924,A035,958,8.5,1,7,0.0521;0.1237;0.2063;0.2448;0.2020;0.1200;0.0511
B39,A035,944,M27204,978,8.5,2,9,0.0641;0.1145;0.1660;0.1946;0.1857;0.1411;0.0877;0.0463
B40,M27204,960,A035,994,8.5,2,6,0.1180;0.2228;0.2863;0.2374;0.1355
B41,A035,976,M27204,1010,8.5,2,7,0.1061;0.1905;0.2493;0.2305;0.1506;0.0730
B42,M27204,992,A035,1026,8.5,2,7,0.1104;0.2062;0.2650;0.2281;0.1337;0.0566
B43,A035,1008,M27204,1042,8.5,1,7,0.0592;0.1143;0.1779;0.2143;0.2028;0.1463;0.0852
B44,M27204,1028,A035,1062,8.5,2,6,0.1127;0.2436;0.3104;0.2305;0.1028
B45,A035,1048,M27204,1082,8.5,1,7,0.0528;0.1257;0.2096;0.2462;0.1998;0.1170;0.0489
B46,M27204,1068,A035,1102,8.5,2,7,0.1160;0.2030;0.2527;0.2226;0.1400;0.0657
B47,A035,1086,M27204,1120,8.5,2,6,0.1099;0.2357;0.3073;0.2357;0.1114
B48,M27204,1104,A035,1138,8.5,2,8,0.0841;0.1424;0.1927;0.2110;0.1784;0.1228;0.0686
B49,A035,1122,M27204,1156,8.5,1,7,0.0464;0.1221;0.2137;0.2556;0.2047;0.1136;0.0439
B50,M27204,1142,A035,1176,8.5,1,7,0.0524;0.1144;0.1878;0.2287;0.2070;0.1389;0.0708
B51,A035,1162,M27204,1196,8.5,2,6,0.1211;0.2283;0.2887;0.2337;0.1282
B52,M27204,1182,A035,1216,8.5,1,8,0.0485;0.0967;0.1546;0.1956;0.1978;0.1557;0.0997;0.0514
B53,A035,1202,M27204,1236,8.5,2,9,0.0476;0.0891;0.1386;0.1773;0.1917;0.1652;0.1188;0.0717
B54,M27204,1222,A035,1256,8.5,2,8,0.0867;0.1486;0.1999;0.2142;0.1753;0.1146;0.0607
B55,A035,1242,M27204,1276,8.5,3,8,0.1121;0.1971;0.2505;0.2256;0.1450;0.0697
B56,M27204,1260,A035,1294,8.5,1,7,0.0601;0.1143;0.1765;0.2126;0.2019;0.1475;0.0871
B57,A035,1276,M27204,1310,8.5,2,8,0.0659;0.1220;0.1809;0.2114;0.1959;0.1411;0.0828
B58,M27204,1292,A035,1326,8.5,2,9,0.0546;0.1050;0.1631;0.1998;0.1944;0.1481;0.0899;0.0451
B59,A035,1308,M27204,1342,8.5,2,7,0.1040;0.1987;0.2630;0.2335;0.1402;0.0606
B60,M27204,1326,A035,1360,8.5,2,7,0.0997;0.1843;0.2457;0.2349;0.1572;0.0782
B61,A035,1344,M27204,1378,8.5,1,7,0.0458;0.1125;0.1958;0.2423;0.2119;0.1319;0.0598
B62,M27204,1362,A035,1396,8.5,1,7,0.0440;0.1176;0.2105;0.2559;0.2085;0.1174;0.0461
