trip_id,start_loc,start_time,end_loc,end_time,distance_km,energy_min_pct,energy_max_pct,energy_probabilities
B0,M27204,244,A035,278,8.5,1,7,0.0597;0.1165;0.1802;0.2166;0.2018;0.1432;0.0820
B1,A035,263,M27204,297,8.5,2,8,0.0732;0.1458;0.2124;0.2312;0.1815;0.1074;0.0485
B2,M27204,282,A035,316,8.5,1,8,0.0529;0.1043;0.1639;0.2018;0.1967;0.1482;0.0888;0.0434
B3,A035,301,M27204,335,8.5,1,7,0.0548;0.1189;0.1939;0.2317;0.2037;0.1322;0.0648
B4,M27204,320,A035,354,8.5,1,8,0.0557;0.1047;0.1606;0.1959;0.1924;0.1493;0.0932;0.0482
B5,A035,339,M27204,373,8.5,2,7,0.1135;0.1982;0.2500;0.2244;0.1442;0.0697
B6,M27204,358,A035,392,8.5,3,8,0.0572;0.1415;0.2346;0.2660;0.1989;0.1018
B7,A035,379,M27204,413,8.5,2,8,0.0974;0.1587;0.2068;0.2108;0.1665;0.1054;0.0544
B8,M27204,400,A035,434,8.5,2,6,0.1216;0.2290;0.2885;0.2334;0.1275
B9,A035,420,M27204,454,8.5,1,7,0.0565;0.1176;0.1882;0.2259;0.2031;0.1371;0.0716
B10,M27204,439,A035,473,8.5,2,8,0.0829;0.1464;0.2011;0.2179;0.1777;0.1147;0.0593
B11,A035,458,M27204,492,8.5,2,6,0.1041;0.2282;0.3060;0.2425;0.1192
B12,M27204,477,A035,511,8.5,2,7,0.1039;0.1760;0.2289;0.2268;0.1678;0.0966
B13,A035,494,M27204,528,8.5,2,6,0.1095;0.2251;0.2971;0.2412;0.1271
B14,M27204,511,A035,545,8.5,1,7,0.0513;0.1083;0.1765;0.2198;0.2099;0.1498;0.0844
B15,A035,528,M27204,562,8.5,2,6,0.1101;0.2272;0.2985;0.2402;0.1240
B16,M27204,547,A035,581,8.5,1,7,0.0541;0.1190;0.1954;0.2335;0.2044;0.1306;0.0630
B17,A035,566,M27204,600,8.5,1,8,0.0511;0.1023;0.1623;0.2025;0.1983;0.1502;0.0897;0.0436
B18,M27204,585,A035,619,8.5,2,6,0.1176;0.2353;0.2986;0.2322;0.1163
B19,A035,604,M27204,638,8.5,2,7,0.0960;0.1757;0.2356;0.2345;0.1672;0.0910
B20,M27204,623,A035,657,8.5,2,6,0.1034;0.2195;0.2982;0.2470;0.1319
B21,A035,642,M27204,676,8.5,2,8,0.0828;0.1377;0.1874;0.2087;0.1803;0.1280;0.0751
B22,M27204,661,A035,695,8.5,1,7,0.0527;0.1176;0.1945;0.2337;0.2055;0.1321;0.0639
B23,A035,680,M27204,714,8.5,2,8,0.0914;0.1551;0.2050;0.2138;0.1707;0.1083;0.0557
B24,M27204,699,A035,733,8.5,2,6,0.0790;0.1996;0.3028;0.2728;0.1458
B25,A035,718,M27204,752,8.5,1,7,0.0632;0.1199;0.1803;0.2130;0.1982;0.1425;0.0829
