trip_id,start_loc,start_time,end_loc,end_time,distance_km,energy_min_pct,energy_max_pct,energy_probabilities
B0,M27204,245,A035,279,8.5,2,7,0.1082;0.2024;0.2632;0.2298;0.1372;0.0592
B1,A035,266,M27204,300,8.5,2,8,0.0669;0.1364;0.2048;0.2322;0.1892;0.1163;0.0542
B2,M27204,287,A035,321,8.5,2,9,0.0443;0.0923;0.1501;0.1946;0.2001;0.1605;0.1042;0.0539
B3,A035,306,M27204,340,8.5,2,8,0.0483;0.1150;0.1961;0.2395;0.2091;0.1314;0.0606
B4,M27204,325,A035,359,8.5,1,8,0.0531;0.1034;0.1611;0.1992;0.1953;0.1501;0.0917;0.0461
B5,A035,344,M27204,378,8.5,2,9,0.0805;0.1305;0.1737;0.1933;0.1737;0.1275;0.0785;0.0423
B6,M27204,365,A035,399,8.5,1,7,0.0453;0.1188;0.2095;0.2532;0.2072;0.1186;0.0474
B7,A035,386,M27204,420,8.5,2,7,0.0937;0.1701;0.2294;0.2331;0.1744;0.0993
B8,M27204,407,A035,441,8.5,1,7,0.0746;0.1344;0.1900;0.2154;0.1859;0.1284;0.0713
B9,A035,424,M27204,458,8.5,2,7,0.0846;0.1748;0.2479;0.2466;0.1659;0.0802
B10,M27204,441,A035,475,8.5,3,8,0.0757;0.1695;0.2531;0.2557;0.1693;0.0767
B11,A035,458,M27204,492,8.5,2,6,0.1120;0.2376;0.3065;0.2338;0.1101
B12,M27204,475,A035,509,8.5,2,8,0.0650;0.1309;0.1987;0.2283;0.1930;0.1232;0.0609
B13,A035,494,M27204,528,8.5,2,7,0.0643;0.1478;0.2358;0.2594;0.1930;0.0997
B14,M27204,513,A035,547,8.5,2,8,0.0487;0.1188;0.2027;0.2454;0.2061;0.1242;0.0541
B15,A035,532,M27204,566,8.5,3,7,0.1375;0.2445;0.2870;0.2185;0.1125
B16,M27204,551,A035,585,8.5,1,8,0.0470;0.1002;0.1632;0.2066;0.2025;0.1509;0.0882;0.0414
B17,A035,570,M27204,604,8.5,1,7,0.0608;0.1168;0.1805;0.2159;0.2007;0.1430;0.0823
B18,M27204,589,A035,623,8.5,1,7,0.0733;0.1331;0.1894;0.2151;0.1872;0.1295;0.0724
B19,A035,610,M27204,644,8.5,2,8,0.0866;0.1458;0.1947;0.2109;0.1768;0.1192;0.0660
B20,M27204,631,A035,665,8.5,2,6,0.1239;0.2311;0.2874;0.2312;0.1264
B21,A035,652,M27204,686,8.5,1,7,0.0478;0.1192;0.2053;0.2483;0.2064;0.1218;0.0512
B22,M27204,673,A035,707,8.5,2,6,0.1174;0.2346;0.2979;0.2329;0.1172
B23,A035,694,M27204,728,8.5,4,10,0.0857;0.1368;0.1811;0.2010;0.1797;0.1329;0.0828
B24,M27204,715,A035,749,8.5,2,8,0.0645;0.1262;0.1909;0.2220;0.1952;0.1320;0.0692
B25,A035,736,M27204,770,8.5,1,7,0.0518;0.1245;0.2085;0.2468;0.2013;0.1177;0.0494
B26,M27204,757,A035,791,8.5,1,8,0.0582;0.1120;0.1701;0.2028;0.1922;0.1413;0.0831;0.0403
B27,A035,778,M27204,812,8.5,2,7,0.1000;0.1892;0.2532;0.2354;0.1514;0.0708
B28,M27204,799,A035,833,8.5,2,6,0.1204;0.2244;0.2852;0.2359;0.1341
B29,A035,820,M27204,854,8.5,2,7,0.1077;0.1774;0.2280;0.2241;0.1660;0.0968
B30,M27204,840,A035,874,8.5,1,7,0.0645;0.1268;0.1916;0.2224;0.1947;0.1314;0.0686
B31,A035,859,M27204,893,8.5,2,7,0.1057;0.2061;0.2709;0.2320;0.1323;0.0530
B32,M27204,878,A035,912,8.5,2,9,0.0589;0.1074;0.1594;0.1919;0.1883;0.1474;0.0953;0.0514
B33,A035,897,M27204,931,8.5,1,7,0.0523;0.1111;0.1807;0.2226;0.2085;0.1454;0.0794
B34,M27204,914,A035,948,8.5,2,7,0.0547;0.1337;0.2259;0.2645;0.2074;0.1138
B35,A035,931,M27204,965,8.5,3,9,0.0608;0.1367;0.2168;0.2447;0.1911;0.1066;0.0433
B36,M27204,948,A035,982,8.5,3,9,0.0713;0.1293;0.1864;0.2133;0.1902;0.1333;0.0762
B37,A035,967,M27204,1001,8.5,3,10,0.0406;0.0859;0.1441;0.1905;0.2029;0.1667;0.1103;0.0590
B38,M27204,986,A035,1020,8.5,1,7,0.0606;0.1230;0.1919;0.2262;0.1989;0.1321;0.0673
B39,A035,1005,M27204,1039,8.5,3,9,0.0781;0.1401;0.1960;0.2175;0.1826;0.1209;0.0648
B40,M27204,1026,A035,1060,8.5,2,7,0.1219;0.2164;0.2634;0.2177;0.1267;0.0539
B41,A035,1047,M27204,1081,8.5,2,6,0.1082;0.2348;0.3076;0.2371;0.1123
B42,M27204,1068,A035,1102,8.5,2,8,0.0570;0.1104;0.1737;0.2131;0.2050;0.1516;0.0892
B43,A035,1089,M27204,1123,8.5,2,7,0.1030;0.2090;0.2767;0.2332;0.1293;0.0488
B44,M27204,1110,A035,1144,8.5,2,9,0.0592;0.1038;0.1524;0.1849;0.1856;0.1512;0.1032;0.0597
B45,A035,1131,M27204,1165,8.5,2,9,0.0546;0.1069;0.1666;0.2032;0.1957;0.1455;0.0858;0.0417
B46,M27204,1148,A035,1182,8.5,3,11,0.0653;0.1032;0.1399;0.1654;0.1678;0.1432;0.1065;0.0684;0.0403
B47,A035,1165,M27204,1199,8.5,2,6,0.1128;0.2367;0.3046;0.2338;0.1121
B48,M27204,1182,A035,1216,8.5,1,7,0.0509;0.1128;0.1866;0.2282;0.2086;0.1406;0.0723
B49,A035,1199,M27204,1233,8.5,1,7,0.0716;0.1335;0.1918;0.2190;0.1877;0.1280;0.0684
B50,M27204,1216,A035,1250,8.5,2,6,0.1021;0.2272;0.3080;0.2441;0.1186
B51,A035,1233,M27204,1267,8.5,2,7,0.1150;0.2041;0.2550;0.2240;0.1381;0.0638
B52,M27204,1250,A035,1284,8.5,2,7,0.0511;0.1273;0.2230;0.2665;0.2133;0.1188
B53,A035,1269,M27204,1303,8.5,2,7,0.0616;0.1606;0.2636;0.2708;0.1726;0.0708
B54,M27204,1288,A035,1322,8.5,2,6,0.0920;0.2084;0.2965;0.2600;0.1431
B55,A035,1307,M27204,1341,8.5,2,8,0.0913;0.1426;0.1858;0.2018;0.1750;0.1264;0.0771
B56,M27204,1326,A035,1360,8.5,2,7,0.0564;0.1489;0.2504;0.2729;0.1870;0.0844
B57,A035,1345,M27204,1379,8.5,3,8,0.1183;0.2114;0.2623;0.2208;0.1303;0.0569
B58,M27204,1364,A035,1398,8.5,1,7,0.0503;0.1135;0.1894;0.2322;0.2090;0.1376;0.0680
