trip_id,start_loc,start_time,end_loc,end_time,distance_km,energy_min_pct,energy_max_pct,energy_probabilities
B0,M27204,242,A035,276,8.5,1,7,0.0624;0.1168;0.1778;0.2116;0.1999;0.1453;0.0862
B1,A035,247,M27204,281,8.5,1,7,0.0655;0.1203;0.1779;0.2095;0.1968;0.1436;0.0864
B2,M27204,252,A035,286,8.5,2,8,0.0572;0.1297;0.2087;0.2422;0.1962;0.1160;0.0500
B3,A035,257,M27204,291,8.5,2,7,0.0894;0.1752;0.2429;0.2420;0.1661;0.0844
B4,M27204,262,A035,296,8.5,1,7,0.0684;0.1287;0.1884;0.2169;0.1920;0.1323;0.0733
B5,A035,267,M27204,301,8.5,3,8,0.0688;0.1630;0.2549;0.2614;0.1739;0.0780
B6,M27204,272,A035,306,8.5,1,7,0.0510;0.1108;0.1813;0.2242;0.2097;0.1449;0.0781
B7,A035,277,M27204,311,8.5,1,8,0.0480;0.0951;0.1525;0.1930;0.1968;0.1574;0.1029;0.0543
B8,M27204,282,A035,316,8.5,2,8,0.0704;0.1420;0.2103;0.2323;0.1847;0.1103;0.0500
B9,A035,287,M27204,321,8.5,1,7,0.0501;0.1174;0.1978;0.2388;0.2073;0.1290;0.0596
B10,M27204,292,A035,326,8.5,1,8,0.0599;0.1134;0.1698;0.2016;0.1908;0.1404;0.0832;0.0409
B11,A035,297,M27204,331,8.5,2,7,0.0940;0.1900;0.2601;0.2411;0.1495;0.0653
B12,M27204,302,A035,336,8.5,3,7,0.1352;0.2418;0.2866;0.2210;0.1154
B13,A035,307,M27204,341,8.5,2,8,0.0860;0.1580;0.2157;0.2233;0.1717;0.0992;0.0461
B14,M27204,312,A035,346,8.5,2,7,0.0992;0.1999;0.2707;0.2374;0.1374;0.0554
B15,A035,317,M27204,351,8.5,2,9,0.0622;0.1058;0.1520;0.1818;0.1825;0.1503;0.1039;0.0615
B16,M27204,322,A035,356,8.5,2,8,0.0930;0.1490;0.1929;0.2060;0.1728;0.1183;0.0680
B17,A035,327,M27204,361,8.5,2,7,0.1044;0.1869;0.2452;0.2308;0.1551;0.0776
B18,M27204,332,A035,366,8.5,2,7,0.1002;0.1759;0.2323;0.2308;0.1672;0.0936
B19,A035,337,M27204,371,8.5,3,11,0.0533;0.0912;0.1337;0.1647;0.1750;0.1529;0.1147;0.0730;0.0415
B20,M27204,342,A035,376,8.5,1,7,0.0684;0.1326;0.1949;0.2232;0.1902;0.1259;0.0648
B21,A035,347,M27204,381,8.5,1,8,0.0502;0.1009;0.1621;0.2021;0.1987;0.1513;0.0906;0.0441
B22,M27204,352,A035,386,8.5,2,6,0.1012;0.2182;0.2992;0.2490;0.1324
B23,A035,357,M27204,391,8.5,1,7,0.0693;0.1262;0.1837;0.2119;0.1923;0.1368;0.0798
