trip_id,start_loc,start_time,end_loc,end_time,distance_km,energy_min_pct,energy_max_pct,energy_probabilities
B0,M27204,243,A035,277,8.5,3,9,0.0567;0.1250;0.2020;0.2380;0.1994;0.1227;0.0562
B1,A035,251,M27204,285,8.5,1,7,0.0590;0.1192;0.1881;0.2234;0.2010;0.1366;0.0727
B2,M27204,259,A035,293,8.5,2,6,0.1087;0.2349;0.3074;0.2369;0.1121
B3,A035,267,M27204,301,8.5,2,7,0.0682;0.1795;0.2812;0.2673;0.1504;0.0534
B4,M27204,275,A035,309,8.5,1,7,0.0485;0.1227;0.2101;0.2510;0.2035;0.1167;0.0475
B5,A035,283,M27204,317,8.5,2,8,0.0775;0.1499;0.2132;0.2282;0.1786;0.1047;0.0479
B6,M27204,291,A035,325,8.5,1,7,0.0719;0.1330;0.1905;0.2169;0.1880;0.1289;0.0708
B7,A035,299,M27204,333,8.5,1,7,0.0447;0.1136;0.2012;0.2477;0.2114;0.1268;0.0546
B8,M27204,306,A035,340,8.5,2,8,0.0931;0.1503;0.1959;0.2078;0.1719;0.1160;0.0650
B9,A035,313,M27204,347,8.5,1,7,0.0553;0.1234;0.2017;0.2384;0.2006;0.1239;0.0567
B10,M27204,320,A035,354,8.5,2,7,0.1029;0.2012;0.2672;0.2341;0.1375;0.0571
B11,A035,327,M27204,361,8.5,2,8,0.0802;0.1437;0.1993;0.2183;0.1801;0.1173;0.0611
B12,M27204,334,A035,368,8.5,3,10,0.0693;0.1185;0.1660;0.1909;0.1808;0.1384;0.0881;0.0480
B13,A035,341,M27204,375,8.5,2,8,0.0608;0.1173;0.1821;0.2171;0.2008;0.1416;0.0803
B14,M27204,348,A035,382,8.5,2,6,0.1120;0.2383;0.3069;0.2335;0.1093
B15,A035,355,M27204,389,8.5,2,6,0.1251;0.2371;0.2918;0.2277;0.1183
B16,M27204,362,A035,396,8.5,4,13,0.0373;0.0665;0.1022;0.1363;0.1569;0.1594;0.1356;0.1015;0.0656;0.0387
B17,A035,369,M27204,403,8.5,2,7,0.0963;0.1879;0.2542;0.2384;0.1527;0.0705
B18,M27204,376,A035,410,8.5,1,7,0.0556;0.1195;0.1926;0.2301;0.2029;0.1332;0.0661
B19,A035,383,M27204,417,8.5,2,8,0.0560;0.1264;0.2053;0.2405;0.1991;0.1196;0.0531
B20,M27204,390,A035,424,8.5,3,8,0.0979;0.1757;0.2348;0.2332;0.1668;0.0916
B21,A035,397,M27204,431,8.5,2,7,0.0636;0.1470;0.2354;0.2602;0.1937;0.1001
B22,M27204,404,A035,438,8.5,1,7,0.0610;0.1251;0.1948;0.2284;0.1979;0.1285;0.0643
B23,A035,411,M27204,445,8.5,2,7,0.0782;0.1592;0.2347;0.2464;0.1831;0.0984
B24,M27204,418,A035,452,8.5,3,8,0.0968;0.2061;0.2799;0.2384;0.1310;0.0478
