trip_id,start_loc,start_time,end_loc,end_time,distance_km,energy_min_pct,energy_max_pct,energy_probabilities
B0,M27204,241,A035,275,8.5,2,8,0.0907;0.1500;0.1971;0.2099;0.1732;0.1155;0.0636
B1,A035,249,M27204,283,8.5,1,8,0.0542;0.1024;0.1575;0.1942;0.1927;0.1511;0.0970;0.0509
B2,M27204,257,A035,291,8.5,2,8,0.0920;0.1470;0.1908;0.2057;0.1734;0.1210;0.0701
B3,A035,265,M27204,299,8.5,1,7,0.0492;0.1165;0.1969;0.2391;0.2080;0.1303;0.0600
B4,M27204,273,A035,307,8.5,2,8,0.0770;0.1484;0.2122;0.2283;0.1791;0.1063;0.0487
B5,A035,281,M27204,315,8.5,3,9,0.0673;0.1238;0.1821;0.2118;0.1944;0.1387;0.0819
B6,M27204,289,A035,323,8.5,2,7,0.0760;0.1565;0.2334;0.2479;0.1854;0.1008
B7,A035,297,M27204,331,8.5,2,8,0.0832;0.1426;0.1945;0.2130;0.1797;0.1206;0.0664
B8,M27204,304,A035,338,8.5,2,9,0.0625;0.1073;0.1544;0.1844;0.1835;0.1480;0.1012;0.0587
B9,A035,311,M27204,345,8.5,2,7,0.0969;0.1842;0.2477;0.2374;0.1575;0.0763
B10,M27204,318,A035,352,8.5,2,8,0.0921;0.1554;0.2053;0.2132;0.1702;0.1080;0.0558
B11,A035,325,M27204,359,8.5,2,7,0.0619;0.1437;0.2334;0.2612;0.1966;0.1032
B12,M27204,332,A035,366,8.5,1,7,0.0546;0.1242;0.2043;0.2411;0.2011;0.1209;0.0538
B13,A035,339,M27204,373,8.5,2,7,0.0659;0.1622;0.2598;0.2661;0.1727;0.0733
B14,M27204,346,A035,380,8.5,2,8,0.0811;0.1469;0.2034;0.2203;0.1784;0.1131;0.0568
B15,A035,353,M27204,387,8.5,2,7,0.0867;0.1666;0.2340;0.2388;0.1768;0.0971
B16,M27204,361,A035,395,8.5,2,6,0.0961;0.2210;0.3085;0.2501;0.1243
B17,A035,369,M27204,403,8.5,2,7,0.1083;0.1773;0.2271;0.2235;0.1663;0.0975
B18,M27204,377,A035,411,8.5,2,8,0.0817;0.1513;0.2107;0.2236;0.1761;0.1064;0.0502
B19,A035,385,M27204,419,8.5,2,7,0.0830;0.1956;0.2820;0.2516;0.1382;0.0496
B20,M27204,393,A035,427,8.5,2,7,0.1053;0.1976;0.2591;0.2319;0.1426;0.0635
B21,A035,401,M27204,435,8.5,2,8,0.0769;0.1413;0.2002;0.2208;0.1826;0.1179;0.0603
B22,M27204,409,A035,443,8.5,2,9,0.0520;0.0959;0.1484;0.1859;0.1908;0.1579;0.1079;0.0612
B23,A035,417,M27204,451,8.5,1,7,0.0557;0.1259;0.2052;0.2404;0.1995;0.1201;0.0532
B24,M27204,424,A035,458,8.5,2,6,0.0914;0.2079;0.2967;0.2608;0.1432
B25,A035,431,M27204,465,8.5,1,7,0.0715;0.1326;0.1909;0.2176;0.1884;0.1289;0.0701
B26,M27204,438,A035,472,8.5,1,7,0.0590;0.1170;0.1823;0.2190;0.2022;0.1415;0.0790
B27,A035,445,M27204,479,8.5,2,8,0.0838;0.1363;0.1831;0.2040;0.1807;0.1316;0.0805
B28,M27204,452,A035,486,8.5,3,9,0.0486;0.1119;0.1889;0.2327;0.2106;0.1388;0.0685
B29,A035,459,M27204,493,8.5,2,9,0.0581;0.1034;0.1527;0.1860;0.1865;0.1518;0.1028;0.0587
B30,M27204,466,A035,500,8.5,1,7,0.0610;0.1255;0.1954;0.2293;0.1973;0.1278;0.0637
B31,A035,473,M27204,507,8.5,2,7,0.0945;0.1948;0.2665;0.2412;0.1435;0.0595
B32,M27204,480,A035,514,8.5,2,7,0.1033;0.1734;0.2255;0.2261;0.1706;0.1011
B33,A035,487,M27204,521,8.5,2,6,0.1190;0.2303;0.2930;0.2341;0.1236
B34,M27204,494,A035,528,8.5,1,7,0.0658;0.1273;0.1908;0.2206;0.1940;0.1316;0.0699
B35,A035,501,M27204,535,8.5,3,8,0.0859;0.1700;0.2388;0.2422;0.1723;0.0908
B36,M27204,508,A035,542,8.5,4,11,0.0699;0.1166;0.1619;0.1858;0.1790;0.1405;0.0932;0.0531
B37,A035,515,M27204,549,8.5,2,8,0.0787;0.1357;0.1876;0.2106;0.1834;0.1290;0.0750
B38,M27204,522,A035,556,8.5,1,7,0.0458;0.1057;0.1818;0.2304;0.2153;0.1456;0.0754
B39,A035,529,M27204,563,8.5,2,8,0.0934;0.1491;0.1928;0.2057;0.1726;0.1183;0.0681
B40,M27204,536,A035,570,8.5,2,8,0.0802;0.1537;0.2166;0.2278;0.1753;0.1007;0.0457
B41,A035,543,M27204,577,8.5,2,8,0.0743;0.1292;0.1805;0.2067;0.1887;0.1375;0.0831
B42,M27204,550,A035,584,8.5,2,8,0.0921;0.1590;0.2111;0.2168;0.1690;0.1020;0.0500
B43,A035,557,M27204,591,8.5,2,7,0.0971;0.1694;0.2261;0.2297;0.1748;0.1029
B44,M27204,564,A035,598,8.5,1,8,0.0526;0.1015;0.1589;0.1965;0.1950;0.1518;0.0950;0.0487
B45,A035,571,M27204,605,8.5,1,7,0.0505;0.1181;0.1983;0.2386;0.2066;0.1285;0.0594
B46,M27204,578,A035,612,8.5,2,7,0.1065;0.1896;0.2481;0.2301;0.1514;0.0743
B47,A035,585,M27204,619,8.5,2,7,0.1058;0.1866;0.2446;0.2299;0.1548;0.0783
B48,M27204,592,A035,626,8.5,1,7,0.0631;0.1278;0.1962;0.2275;0.1946;0.1270;0.0638
B49,A035,599,M27204,633,8.5,1,8,0.0437;0.0959;0.1593;0.2045;0.2042;0.1562;0.0925;0.0437
B50,M27204,607,A035,641,8.5,1,7,0.0613;0.1199;0.1850;0.2188;0.1994;0.1389;0.0767
B51,A035,615,M27204,649,8.5,2,7,0.0516;0.1324;0.2303;0.2692;0.2075;0.1090
B52,M27204,623,A035,657,8.5,2,7,0.1119;0.2056;0.2617;0.2266;0.1354;0.0588
B53,A035,631,M27204,665,8.5,2,6,0.1083;0.2304;0.3033;0.2394;0.1186
B54,M27204,639,A035,673,8.5,2,6,0.1178;0.2235;0.2869;0.2374;0.1344
B55,A035,647,M27204,681,8.5,2,6,0.1109;0.2257;0.2959;0.2404;0.1271
B56,M27204,655,A035,689,8.5,2,6,0.0899;0.2185;0.3122;0.2552;0.1242
B57,A035,663,M27204,697,8.5,2,8,0.0921;0.1470;0.1904;0.2055;0.1735;0.1212;0.0703
B58,M27204,671,A035,705,8.5,2,9,0.0534;0.1034;0.1611;0.1990;0.1950;0.1500;0.0916;0.0465
B59,A035,679,M27204,713,8.5,2,9,0.0770;0.1270;0.1731;0.1943;0.1761;0.1303;0.0797;0.0425
B60,M27204,687,A035,721,8.5,2,9,0.0501;0.0936;0.1471;0.1863;0.1925;0.1600;0.1087;0.0617
B61,A035,695,M27204,729,8.5,2,6,0.1177;0.2281;0.2911;0.2358;0.1273
