trip_id,start_loc,start_time,end_loc,end_time,distance_km,energy_min_pct,energy_max_pct,energy_probabilities
B0,M27204,244,A035,278,8.5,2,8,0.0661;0.1383;0.2099;0.2367;0.1880;0.1116;0.0494
B1,A035,251,M27204,285,8.5,2,8,0.0914;0.1587;0.2121;0.2176;0.1692;0.1017;0.0493
B2,M27204,258,A035,292,8.5,2,7,0.0865;0.1750;0.2454;0.2446;0.1661;0.0824
B3,A035,265,M27204,299,8.5,2,8,0.0820;0.1423;0.1945;0.2136;0.1804;0.1209;0.0663
B4,M27204,272,A035,306,8.5,3,8,0.1076;0.2009;0.2619;0.2307;0.1384;0.0605
B5,A035,279,M27204,313,8.5,1,7,0.0511;0.1058;0.1713;0.2159;0.2098;0.1554;0.0907
B6,M27204,286,A035,320,8.5,2,7,0.0990;0.1948;0.2628;0.2374;0.1439;0.0621
B7,A035,293,M27204,327,8.5,1,8,0.0468;0.0913;0.1443;0.1844;0.1944;0.1633;0.1118;0.0637
B8,M27204,300,A035,334,8.5,2,7,0.0649;0.1543;0.2464;0.2629;0.1839;0.0876
B9,A035,307,M27204,341,8.5,1,7,0.0495;0.1063;0.1746;0.2203;0.2115;0.1520;0.0858
B10,M27204,314,A035,348,8.5,2,9,0.0633;0.1163;0.1704;0.1995;0.1876;0.1383;0.0828;0.0418
B11,A035,321,M27204,355,8.5,1,7,0.0736;0.1325;0.1880;0.2132;0.1878;0.1306;0.0743
B12,M27204,328,A035,362,8.5,2,7,0.1128;0.1989;0.2525;0.2255;0.1430;0.0673
B13,A035,335,M27204,369,8.5,2,8,0.0645;0.1256;0.1900;0.2209;0.1955;0.1327;0.0708
B14,M27204,342,A035,376,8.5,1,7,0.0491;0.1174;0.1989;0.2407;0.2080;0.1279;0.0580
B15,A035,349,M27204,383,8.5,2,8,0.0856;0.1423;0.1909;0.2087;0.1782;0.1233;0.0710
B16,M27204,356,A035,390,8.5,1,8,0.0449;0.0971;0.1601;0.2045;0.2031;0.1551;0.0917;0.0435
B17,A035,363,M27204,397,8.5,1,7,0.0475;0.1165;0.2010;0.2442;0.2087;0.1265;0.0556
B18,M27204,370,A035,404,8.5,3,10,0.0643;0.1084;0.1540;0.1829;0.1818;0.1474;0.1016;0.0596
B19,A035,377,M27204,411,8.5,1,7,0.0649;0.1283;0.1946;0.2250;0.1939;0.1279;0.0654
B20,M27204,384,A035,418,8.5,2,8,0.0729;0.1271;0.1800;0.2061;0.1898;0.1394;0.0847
B21,A035,391,M27204,425,8.5,1,7,0.0542;0.1196;0.1961;0.2341;0.2037;0.1300;0.0623
B22,M27204,398,A035,432,8.5,2,8,0.0533;0.1227;0.2033;0.2413;0.2019;0.1226;0.0549
B23,A035,405,M27204,439,8.5,2,7,0.0828;0.1614;0.2310;0.2412;0.1818;0.1018
B24,M27204,412,A035,446,8.5,1,7,0.0604;0.1231;0.1922;0.2267;0.1990;0.1318;0.0668
B25,A035,419,M27204,453,8.5,2,8,0.0512;0.1241;0.2081;0.2471;0.2018;0.1181;0.0496
B26,M27204,426,A035,460,8.5,1,8,0.0526;0.1027;0.1611;0.1993;0.1957;0.1506;0.0920;0.0460
B27,A035,433,M27204,467,8.5,1,7,0.0711;0.1316;0.1895;0.2166;0.1893;0.1302;0.0717
B28,M27204,440,A035,474,8.5,1,7,0.0576;0.1280;0.2047;0.2393;0.1974;0.1196;0.0534
B29,A035,447,M27204,481,8.5,1,7,0.0621;0.1263;0.1950;0.2278;0.1963;0.1281;0.0644
B30,M27204,454,A035,488,8.5,2,8,0.0567;0.1151;0.1829;0.2208;0.2044;0.1421;0.0780
B31,A035,461,M27204,495,8.5,1,7,0.0447;0.1094;0.1915;0.2397;0.2142;0.1366;0.0639
B32,M27204,468,A035,502,8.5,1,7,0.0495;0.1126;0.1882;0.2313;0.2097;0.1397;0.0690
B33,A035,475,M27204,509,8.5,3,8,0.0968;0.1827;0.2464;0.2368;0.1586;0.0787
B34,M27204,482,A035,516,8.5,1,8,0.0430;0.0968;0.1630;0.2092;0.2069;0.1534;0.0881;0.0396
B35,A035,489,M27204,523,8.5,1,7,0.0592;0.1127;0.1748;0.2120;0.2029;0.1499;0.0885
B36,M27204,496,A035,530,8.5,1,8,0.0478;0.0946;0.1511;0.1919;0.1959;0.1587;0.1045;0.0555
B37,A035,503,M27204,537,8.5,2,7,0.0715;0.1671;0.2566;0.2600;0.1701;0.0747
B38,M27204,510,A035,544,8.5,2,10,0.0407;0.0745;0.1145;0.1523;0.1714;0.1647;0.1329;0.0934;0.0556
B39,A035,517,M27204,551,8.5,2,7,0.0778;0.1902;0.2817;0.2574;0.1421;0.0508
B40,M27204,524,A035,558,8.5,1,7,0.0461;0.1164;0.2035;0.2479;0.2087;0.1244;0.0530
B41,A035,531,M27204,565,8.5,2,7,0.0949;0.1738;0.2340;0.2348;0.1696;0.0929
B42,M27204,538,A035,572,8.5,1,7,0.0640;0.1235;0.1859;0.2179;0.1963;0.1366;0.0758
B43,A035,545,M27204,579,8.5,1,8,0.0454;0.0916;0.1470;0.1888;0.1970;0.1625;0.1083;0.0594
B44,M27204,552,A035,586,8.5,3,8,0.0515;0.1273;0.2222;0.2657;0.2133;0.1200
B45,A035,559,M27204,593,8.5,2,7,0.0970;0.1715;0.2287;0.2313;0.1724;0.0991
B46,M27204,566,A035,600,8.5,2,6,0.1272;0.2331;0.2850;0.2289;0.1258
B47,A035,573,M27204,607,8.5,2,7,0.1003;0.1922;0.2572;0.2358;0.1481;0.0664
B48,M27204,580,A035,614,8.5,2,6,0.1142;0.2395;0.3055;0.2321;0.1087
B49,A035,587,M27204,621,8.5,1,7,0.0444;0.1117;0.1974;0.2450;0.2133;0.1306;0.0576
B50,M27204,594,A035,628,8.5,1,7,0.0449;0.1094;0.1915;0.2394;0.2141;0.1366;0.0641
B51,A035,601,M27204,635,8.5,3,10,0.0549;0.0948;0.1415;0.1757;0.1850;0.1591;0.1163;0.0727
B52,M27204,608,A035,642,8.5,2,6,0.0861;0.2082;0.3048;0.2627;0.1382
B53,A035,615,M27204,649,8.5,2,9,0.0494;0.0971;0.1548;0.1952;0.1972;0.1554;0.0994;0.0515
B54,M27204,622,A035,656,8.5,2,6,0.1247;0.2343;0.2892;0.2296;0.1222
B55,A035,629,M27204,663,8.5,1,7,0.0629;0.1280;0.1971;0.2287;0.1947;0.1259;0.0627
B56,M27204,636,A035,670,8.5,2,8,0.0602;0.1218;0.1910;0.2256;0.1993;0.1335;0.0686
B57,A035,643,M27204,677,8.5,2,8,0.0823;0.1515;0.2105;0.2230;0.1757;0.1065;0.0505
B58,M27204,650,A035,684,8.5,1,7,0.0584;0.1192;0.1887;0.2244;0.2012;0.1365;0.0716
B59,A035,657,M27204,691,8.5,2,8,0.0802;0.1530;0.2155;0.2272;0.1759;0.1017;0.0465
B60,M27204,664,A035,698,8.5,3,10,0.0716;0.1232;0.1710;0.1952;0.1803;0.1336;0.0819;0.0432
