trip_id,start_loc,start_time,end_loc,end_time,distance_km,energy_min_pct,energy_max_pct,energy_probabilities
B0,M27204,243,A035,277,8.5,1,8,0.0506;0.0957;0.1501;0.1892;0.1928;0.1580;0.1053;0.0583
B1,A035,251,M27204,285,8.5,2,6,0.1227;0.2312;0.2885;0.2318;0.1258
B2,M27204,259,A035,293,8.5,1,7,0.0711;0.1329;0.1918;0.2192;0.1883;0.1284;0.0683
B3,A035,267,M27204,301,8.5,2,7,0.1062;0.1951;0.2555;0.2308;0.1456;0.0668
B4,M27204,275,A035,309,8.5,2,7,0.1001;0.1934;0.2597;0.2363;0.1462;0.0643
B5,A035,283,M27204,317,8.5,1,8,0.0457;0.0985;0.1622;0.2062;0.2034;0.1528;0.0892;0.0420
B6,M27204,291,A035,325,8.5,2,8,0.0547;0.1242;0.2041;0.2409;0.2010;0.1211;0.0540
B7,A035,299,M27204,333,8.5,3,8,0.0748;0.1626;0.2450;0.2527;0.1776;0.0873
B8,M27204,306,A035,340,8.5,2,7,0.0989;0.1711;0.2262;0.2290;0.1732;0.1016
B9,A035,313,M27204,347,8.5,1,8,0.0456;0.0985;0.1624;0.2068;0.2033;0.1527;0.0890;0.0417
B10,M27204,320,A035,354,8.5,1,7,0.0488;0.1138;0.1920;0.2360;0.2092;0.1353;0.0649
B11,A035,327,M27204,361,8.5,2,7,0.1027;0.1986;0.2633;0.2344;0.1405;0.0605
B12,M27204,334,A035,368,8.5,2,6,0.1080;0.2344;0.3074;0.2376;0.1126
B13,A035,341,M27204,375,8.5,2,7,0.0865;0.1648;0.2312;0.2383;0.1789;0.1003
B14,M27204,348,A035,382,8.5,2,8,0.0948;0.1525;0.1982;0.2074;0.1706;0.1138;0.0627
B15,A035,355,M27204,389,8.5,1,7,0.0628;0.1184;0.1792;0.2124;0.1990;0.1439;0.0843
B16,M27204,363,A035,397,8.5,2,7,0.0588;0.1468;0.2436;0.2679;0.1911;0.0918
B17,A035,371,M27204,405,8.5,2,7,0.1096;0.1881;0.2408;0.2265;0.1539;0.0811
B18,M27204,379,A035,413,8.5,2,8,0.0558;0.1224;0.1990;0.2356;0.2015;0.1261;0.0596
B19,A035,387,M27204,421,8.5,1,8,0.0562;0.1083;0.1675;0.2022;0.1938;0.1444;0.0858;0.0418
B20,M27204,395,A035,429,8.5,1,8,0.0451;0.0948;0.1546;0.1982;0.2009;0.1576;0.0991;0.0497
B21,A035,403,M27204,437,8.5,1,7,0.0532;0.1105;0.1786;0.2204;0.2078;0.1469;0.0826
B22,M27204,411,A035,445,8.5,2,8,0.0809;0.1463;0.2028;0.2204;0.1784;0.1137;0.0575
B23,A035,419,M27204,453,8.5,2,6,0.1044;0.2351;0.3122;0.2390;0.1093
